NR_153741.1	Acinetobacter celticus strain ANC 3831 16S ribosomal RNA, partial sequence	1891224	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter celticus
NR_153740.1	Idiomarina tyrosinivorans strain CC-PW-9 16S ribosomal RNA, partial sequence	1445662	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina tyrosinivorans
NR_153739.1	Microvirgula curvata strain L6 16S ribosomal RNA, partial sequence	1817962	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Microvirgula,Microvirgula curvata
NR_153738.1	Sphingomonas piscinae strain LYH-20 16S ribosomal RNA, partial sequence	1664572	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas piscinae
NR_153737.1	Ensifer alkalisoli strain YIC4027 16S ribosomal RNA, partial sequence	1752398	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer alkalisoli
NR_153736.1	Piscinibacterium candidicorallinum strain LYH-15 16S ribosomal RNA, partial sequence	1793872	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Piscinibacterium,Piscinibacterium candidicorallinum
NR_153735.1	Chromobacterium alkanivorans strain IITR-71 16S ribosomal RNA, partial sequence	1071719	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium alkanivorans
NR_153734.1	Coetzeea brasiliensis strain Braz8 16S ribosomal RNA, partial sequence	1812101	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Thorselliaceae,Coetzeea,Coetzeea brasiliensis
NR_153733.1	Labrenzia salina strain DSM 29163 16S ribosomal RNA, partial sequence	1604349	Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Labrenzia,Labrenzia salina
NR_153732.1	Pseudohongiella nitratireducens strain SCS-49 16S ribosomal RNA, complete sequence	1768907	Bacteria,Proteobacteria,Gammaproteobacteria,,,Pseudohongiella,Pseudohongiella nitratireducens
NR_153731.1	Uliginosibacterium paludis strain KBP-13 16S ribosomal RNA, partial sequence	1615952	Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Uliginosibacterium,Uliginosibacterium paludis
NR_153730.1	Paracoccus contaminans strain WPAn02 16S ribosomal RNA, partial sequence	1945662	Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus contaminans
NR_153729.1	Psychrobacter pocilloporae strain S6-60 16S ribosomal RNA, partial sequence	1775882	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter pocilloporae
NR_153728.1	Novosphingobium bradum strain STM-24 16S ribosomal RNA, partial sequence	1737444	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium bradum
NR_153727.1	Thalassotalea euphylliae strain Eup-16 16S ribosomal RNA, partial sequence	1655234	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea euphylliae
NR_153726.1	Pseudoxanthomonas helianthi strain roo10 16S ribosomal RNA, partial sequence	1453541	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas helianthi
NR_153725.1	Iodidimonas muriae strain C-3 16S ribosomal RNA, partial sequence	261467	Bacteria,Proteobacteria,Alphaproteobacteria,Iodidimonadales,Iodidimonadaceae,Iodidimonas,Iodidimonas muriae
NR_153724.1	Bacterioplanoides pacificum strain sw100 16S ribosomal RNA, partial sequence	1171596	Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bacterioplanoides,Bacterioplanoides pacificum
NR_153723.1	Nitratireductor lacus strain GSS14 16S ribosomal RNA, partial sequence	1903171	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,Nitratireductor lacus
NR_153722.1	Shewanella inventionis strain KX27 16S ribosomal RNA, partial sequence	1738770	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella inventionis
NR_153721.1	Thalassospira indica strain PB8B 16S ribosomal RNA, partial sequence	1891279	Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,Thalassospira indica
NR_153720.1	Sphingoaurantiacus capsulatus strain YLT33 16S ribosomal RNA, partial sequence	1771310	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus,Sphingoaurantiacus capsulatus
NR_153719.1	Acidobacterium ailaaui strain PMMR2 16S ribosomal RNA, partial sequence	1382359	Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium,Acidobacterium ailaaui
NR_153718.1	Deinococcus budaensis strain FeSTC15-38 16S ribosomal RNA, partial sequence	1665626	Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus budaensis
NR_153717.1	Deinococcus saudiensis strain YIM F302 16S ribosomal RNA, partial sequence	1765963	Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus saudiensis
NR_153716.1	Deinococcus persicinus strain KSY3-6 16S ribosomal RNA, partial sequence	1848199	Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus persicinus
NR_153715.1	Marinitoga arctica strain 2PyrY55-1 16S ribosomal RNA, partial sequence	1862713	Bacteria,Thermotogae,Thermotogae,Petrotogales,,Marinitoga,Marinitoga arctica
NR_153714.1	Fervidobacterium thailandense strain FC2004 16S ribosomal RNA, partial sequence	1008305	Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,Fervidobacterium thailandense
NR_153713.1	Lactobacillus ixorae strain Ru20-1 16S ribosomal RNA, partial sequence	1750535	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ixorae
NR_153712.1	Paludifilum halophilum strain SMBg3 16S ribosomal RNA, partial sequence	1642702	Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Paludifilum,Paludifilum halophilum
NR_153711.1	Lentibacillus populi strain WD4L-1 16S ribosomal RNA, partial sequence	1827502	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lentibacillus,Lentibacillus populi
NR_153710.1	Peptococcus simiae strain M108 16S ribosomal RNA, partial sequence	1643805	Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,Peptococcus simiae
NR_153709.1	Jeotgalibacillus alkaliphilus strain JC303 16S ribosomal RNA, partial sequence	1671556	Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus,Jeotgalibacillus alkaliphilus
NR_153708.1	Saccharibacillus endophyticus strain JM-1350 16S ribosomal RNA, partial sequence	2060666	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,Saccharibacillus endophyticus
NR_153707.1	Paenibacillus oryzae strain 1DrF-4 16S ribosomal RNA, partial sequence	1844972	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus oryzae
NR_153706.1	Paenibacillus sinopodophylli strain TEGR-3 16S ribosomal RNA, partial sequence	1837342	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sinopodophylli
NR_153705.1	Roseivirga seohaensis subsp. aquiponti strain D-25 16S ribosomal RNA, partial sequence	1566026	Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Roseivirga,Roseivirga seohaensis
NR_153704.1	Spirosoma soli strain MIMBbqt12 16S ribosomal RNA, partial sequence	1770529	Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma soli
NR_153703.1	Polaribacter haliotis strain RA4-7 16S ribosomal RNA, partial sequence	1888915	Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter haliotis
NR_153702.1	Algoriphagus litorisediminis strain OITF-19 16S ribosomal RNA, partial sequence	1888911	Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus litorisediminis
NR_153701.1	Carboxylicivirga flava strain Q15 16S ribosomal RNA, partial sequence	1740245	Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Carboxylicivirga,Carboxylicivirga flava
NR_153700.1	Sphingobacterium cibi strain CC-YY411 16S ribosomal RNA, partial sequence	1148057	Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium cibi
NR_153699.1	Lunatimonas salinarum strain JC344 16S ribosomal RNA, partial sequence	1774590	Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Lunatimonas,Lunatimonas salinarum
NR_153698.1	Niastella hibisci strain THG-YS3.2.1 16S ribosomal RNA, partial sequence	1781166	Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Niastella,Niastella hibisci
NR_153697.1	Emticicia fontis strain IMCC1731 16S ribosomal RNA, partial sequence	392565	Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,Emticicia fontis
NR_153696.1	Rufibacter quisquiliarum strain CAI-18b 16S ribosomal RNA, partial sequence	1549639	Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,Rufibacter quisquiliarum
NR_153695.1	Mucilaginibacter antarcticus strain S14-88 16S ribosomal RNA, partial sequence	1855725	Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter antarcticus
NR_153694.1	Psychroflexus saliphilus strain WDS4A13 16S ribosomal RNA, partial sequence	1883177	Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus saliphilus
NR_153693.1	Pedobacter vanadiisoli strain XNV015 16S ribosomal RNA, partial sequence	1761975	Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter vanadiisoli
NR_153692.1	Sphingobacterium chuzhouense strain DH-5 16S ribosomal RNA, partial sequence	1742264	Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium chuzhouense
NR_153691.1	Pelobium manganitolerans strain YS-25 16S ribosomal RNA, partial sequence	1842495	Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pelobium,Pelobium manganitolerans
NR_153688.1	Microbacterium sorbitolivorans strain SZDIS-1-1 16S ribosomal RNA, partial sequence	1867410	Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sorbitolivorans
NR_153687.1	Raineyella antarctica strain LZ-22 16S ribosomal RNA, partial sequence	1577474	Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Raineyella,Raineyella antarctica
NR_153686.1	Nakamurella silvestris strain S20-107 16S ribosomal RNA, partial sequence	1645681	Bacteria,Actinobacteria,Actinobacteria,Nakamurellales,Nakamurellaceae,Nakamurella,Nakamurella silvestris
NR_153685.1	Verrucosispora sonchi strain NEAU-QY3 16S ribosomal RNA, partial sequence	1763543	Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Verrucosispora,Verrucosispora sonchi
NR_153684.1	Huakuichenia soli strain LIP-1 16S ribosomal RNA, partial sequence	1848476	Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Huakuichenia,Huakuichenia soli
NR_153683.1	Glycomyces lacisalsi strain XHU 5089 16S ribosomal RNA, partial sequence	1737868	Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,Glycomyces lacisalsi
NR_153682.1	Streptomyces kronopolitis strain NEAU-ML8 16S ribosomal RNA, partial sequence	1612435	Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces kronopolitis
NR_153681.1	Phycicoccus ginsengisoli strain DCY87 16S ribosomal RNA, partial sequence	1462998	Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Phycicoccus,Phycicoccus ginsengisoli
NR_153680.1	Corynebacterium crudilactis strain JZ16 16S ribosomal RNA, partial sequence	1652495	Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium crudilactis
NR_153679.1	Nocardioides flavus Wang et al. 2016 strain Y4 16S ribosomal RNA, partial sequence	2058780	Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides flavus Wang et al. 2016
NR_153678.1	Brevibacterium sediminis strain CGMCC 1.15472 16S ribosomal RNA, partial sequence	1857024	Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium sediminis
NR_153677.1	Frigoribacterium salinisoli strain LAM9155 16S ribosomal RNA, partial sequence	1616784	Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Frigoribacterium,Frigoribacterium salinisoli
NR_153676.1	Frankia elaeagni strain BMG5.12 16S ribosomal RNA, partial sequence	222534	Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia elaeagni
NR_153675.1	Frankia casuarinae strain CcI3 16S ribosomal RNA, complete sequence	106370	Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia casuarinae
NR_153674.1	Frankia alni strain ACN14A 16S ribosomal RNA, complete sequence	1859	Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia alni
NR_153673.1	Saccharomonospora xiaoerkulensis strain TRM 41495 16S ribosomal RNA, partial sequence	1778871	Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,Saccharomonospora xiaoerkulensis
NR_153672.1	Nocardiopsis rhizosphaerae strain EGI 80674 16S ribosomal RNA, partial sequence	1892563	Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis rhizosphaerae
NR_153671.1	Tersicoccus solisilvae strain 36A 16S ribosomal RNA, partial sequence	1882339	Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Tersicoccus,Tersicoccus solisilvae
NR_153670.1	Patulibacter brassicae strain SD 16S ribosomal RNA, partial sequence	1705717	Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,Patulibacter,Patulibacter brassicae
NR_153669.1	Streptomyces litoralis strain TRM 46515 16S ribosomal RNA, partial sequence	1236314	Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces litoralis
NR_153668.1	Nocardiopsis akesuensis strain TRM 46250 16S ribosomal RNA, partial sequence	1236269	Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis akesuensis
NR_153667.1	Nonomuraea purpurea strain 1SM4-01 16S ribosomal RNA, partial sequence	1849276	Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea purpurea
NR_153666.1	Streptomyces lacrimifluminis strain Z1027 16S ribosomal RNA, partial sequence	1500077	Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces lacrimifluminis
NR_153665.1	Sphingomonas bisphenolicum strain AO1 16S ribosomal RNA, partial sequence	296544	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas bisphenolicum
NR_153664.1	Burkholderia catarinensis strain 89 16S ribosomal RNA, partial sequence	1108140	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia catarinensis
NR_151919.1	Polynucleobacter yangtzensis strain MWH-JaK3 16S ribosomal RNA, partial sequence	1743159	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter yangtzensis
NR_152720.1	Marinibaculum pumilum strain H2 16S ribosomal RNA, partial sequence	1766165	Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Marinibaculum,Marinibaculum pumilum
NR_152719.1	Piscinibacter defluvii strain SH-1 16S ribosomal RNA, partial sequence	1796922	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Piscinibacter,Piscinibacter defluvii
NR_152718.1	Allofrancisella frigidaquae strain SYSU 10HL1970 16S ribosomal RNA, partial sequence	1085644	Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Allofrancisella,Allofrancisella frigidaquae
NR_152717.1	Allofrancisella inopinata strain SYSU YG23 16S ribosomal RNA, partial sequence	1085647	Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Allofrancisella,Allofrancisella inopinata
NR_152716.1	Mesorhizobium sediminum strain YIM M12096 16S ribosomal RNA, partial sequence	1849104	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sediminum
NR_152715.1	Lysobacter rhizophilus strain THG-YS3.6 16S ribosomal RNA, partial sequence	1781165	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter rhizophilus
NR_152714.1	Novosphingobium lotistagni strain THG-DN6.20 16S ribosomal RNA, partial sequence	1736684	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium lotistagni
NR_152713.1	Halomonas lutescens strain Q1U 16S ribosomal RNA, partial sequence	1602943	Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas lutescens
NR_152712.1	Litorisediminivivens gilvus strain YSM-17 16S ribosomal RNA, partial sequence	1849019	Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litorisediminivivens,Litorisediminivivens gilvus
NR_152711.1	Pseudoduganella danionis strain E3/2 16S ribosomal RNA, partial sequence	1890295	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella danionis
NR_152710.1	Pseudomonas turukhanskensis strain IB1.1 16S ribosomal RNA, partial sequence	1806536	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas turukhanskensis
NR_152709.1	Sphingomonas naphthae strain DKC-5-1 16S ribosomal RNA, partial sequence	1813468	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas naphthae
NR_152708.1	Silicimonas algicola strain KC90B 16S ribosomal RNA, partial sequence	1826607	Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Silicimonas,Silicimonas algicola
NR_152707.1	Wenzhouxiangella sediminis strain XDB06 16S ribosomal RNA, partial sequence	1792836	Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Wenzhouxiangellaceae,Wenzhouxiangella,Wenzhouxiangella sediminis
NR_152706.1	Altererythrobacter aerius strain 100921-2 16S ribosomal RNA, partial sequence	1837929	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Altererythrobacter aerius
NR_152705.1	Paraburkholderia pallidirosea strain DHOK13 16S ribosomal RNA, partial sequence	1752142	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia pallidirosea
NR_152704.1	Chelatococcus reniformis strain B2974 16S ribosomal RNA, partial sequence	1494448	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Chelatococcaceae,Chelatococcus,Chelatococcus reniformis
NR_152703.1	Campylobacter hepaticus strain HV10 16S ribosomal RNA, partial sequence	1813019	Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter hepaticus
NR_152702.1	Croceicoccus pelagius strain Ery9 16S ribosomal RNA, partial sequence	1703341	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus pelagius
NR_152701.1	Croceicoccus mobilis strain Ery22 16S ribosomal RNA, partial sequence	1703339	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus mobilis
NR_152699.1	Pseudoalteromonas profundi strain TP162 16S ribosomal RNA, partial sequence	1774956	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas profundi
NR_152698.1	Dyella humi strain DHG40 16S ribosomal RNA, partial sequence	1770547	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Dyella humi
NR_152697.1	Legionella saoudiensis strain LS-1 16S ribosomal RNA, partial sequence	1750561	Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella saoudiensis
NR_152696.1	Borrelia mayonii strain MN14-1420 16S ribosomal RNA, partial sequence	1674146	Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borreliella,Borrelia mayonii
NR_152695.1	Akkermansia glycaniphila strain Pyt 16S ribosomal RNA, partial sequence	1679444	Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia glycaniphila
NR_152694.1	Alteribacillus alkaliphilus strain JC229 16S ribosomal RNA, partial sequence	1448272	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alteribacillus,Alteribacillus alkaliphilus
NR_152693.1	Pullulanibacillus camelliae strain 7578-24 16S ribosomal RNA, partial sequence	1707096	Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Pullulanibacillus,Pullulanibacillus camelliae
NR_152692.1	Bacillus wiedmannii strain FSL W8-0169 16S ribosomal RNA, partial sequence	1890302	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus wiedmannii
NR_152691.1	Scopulibacillus daqui strain ZQ18-1 16S ribosomal RNA, partial sequence	1469162	Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Scopulibacillus,Scopulibacillus daqui
NR_152690.1	Polygonibacillus indicireducens strain In2-9 16S ribosomal RNA, partial sequence	1652101	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Polygonibacillus,Polygonibacillus indicireducens
NR_152689.1	Saccharibacillus qingshengii strain H6 16S ribosomal RNA, partial sequence	1763540	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,Saccharibacillus qingshengii
